District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
Вохом,Воробьевицкий,Воробьёвица,БОГОЛЮБИМАЯ,"праздник, отмечающийся 1 июня",Первого июня ‒ БоголюбИмая.,2011 авг.,,,,
Вохом,Петрецовский,Никола,БОГОЛЮБИМАЯ,"праздник, отмечаемый 1 июля","Такие закОнные дак ТрОицын день, Духов день, БоголюбИмая, летние-от праздники, БоголюбИмая первого числа бывает июля.",2011 февраль,,,,
Вохом,Петрецовский,Петрецово,БОГОЛЮБИМАЯ,"праздник, отмечаемый в д. Петрецово 2 июля",,2012 лето,,,,
Вохом,Маручатский,Макарята,БОГОЛЮБИМАЯ,"праздник, который отмечается 1 июля",,2011 авг.,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБИМАЯ,"религиозный праздник, отмечаемый летом","БоголюбИмая… ходили на ПогорЕлки, играли на гармошке.",2011 авг.,,,,
Вохом,Петрецовский,Петрецово,БОГОЛЮБИМАЯ,"праздник, отмечаемый 1 июля в д. Зубакино и 2 июля в д. Петрецово",,2012 лето,,,,
Вохом,Маручатский,Богатыриха,БОГОЛЮБИМАЯ,праздник 1 июля,,2011 авг.,,,,
Вохом,Семёновский,Спас,БОГОЛЮБИМАЯ,"православный праздник, отмечаемый 1 июля","Тихонов был День, БоголюбИмая, Преображенье, ВоскресЕньев День.",2011 авг.,,,,
Вохом,Петрецовский,Петрецово б,БОГОЛЮБИМАЯ,"праздник, отмечаемый 2 июля в д. Петрецово","БоголюбИмая еще Игрища игрАли, станут плясать восьмЁру, второго июля на ПетрецОве, пляшут, расходятся перед утрО.",2011 февраль,,,,
Вохом,Маручатский,Погорелкаб,БОГОЛЮБИМАЯ,"праздник, отмечаемый в д. Погорелки 2 августа (?), в середине лета","На ПогорЕлках был прАздник ‒ БоголюбИмая, 2 Августа прАздновался, все съезжАлись ото всех краЁв.",2009 авг.,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБИМАЯ,"престольный праздник в дд. Вохминского с/с, отмечаемый в июле",,2009 авг.,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБИМАЯ,"праздник, отмечаемый в д. Погорелка (Вохминский р-н) 1 июля","У нас ПетрОвская, у них БоголюбИмая. На ПогорЕлке отмечАли за ДоровИцей.",2009 авг.,,,,
Окт,Покровский,Даровая,БОГОЛЮБИМАЯ,праздник в сентябре (когда?),"БоголюбИмая в сентябрЕ, когда лён убирАют.",2011 февраль,,,,
Окт,Покровский,Катушенки,БОГОЛЮБИМАЯ,летний праздник (какой?),"БоголюбИмая лЕтом, это мЕлкие прАздники.",2011 февраль,,,,
Окт,Сивцевский,Останино,БОГОЛЮБИМАЯ,"местный церковный праздник, отмечаемый 1/14 июля",,2011 февраль,,,,
Вохом,Обуховский,Троица б,БОГОЛЮБИМАЯ,"праздник в д.Троица Вохом. р-на, отмечаемый 1 июля","У ТрОицы онА, БоголюбИмая.",2011 февраль,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБИМАЯ,"престольный праздник в д. Погорелка, отмечаемый 1 июля",,2009 авг.,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБИМАЯ,"праздник, отмечавшийся 1 июля",БоголюбИмая перед ПрокОпьевым днём на ПогорЕлке.,2009 авг.,,,,
Кадый,Котловский,Рубцово,БОГОЛЮБИМОВО,"праздник, отмечаемый в д. Рубцово 1.07.","ПрестОльный прАздник в РубцОве был, звАли БоголюбИмово.",2004 авг.,,,,
Вохом,Семёновский,Спас,БОГОЛЮБИМОЕ,праздник,"БоголюбИмое в Семёновском отмечали, 12 или 8 июля.",2011 авг.,,,,
Вохом,Петрецовский,Петрецово,БОГОЛЮБИМОЕ,"праздник, отмечаемый 1 июля в д. Зубакино, 2 июля в д. Петрецово",,2012 лето,[богульбИмоя],,,
Вохом,Петрецовский,Зубакино,БОГОЛЮБИМОЕ,"праздник, отмечаемый 1 июля в д. Зубакино и 2 июля в д. Петрецово",,2012 лето,,,,
Вохом,Обуховский,Выставка,БОГОЛЮБСКАЯ,"праздник, отмечаемый 1 июля","БоголЮбская ‒ праздник в числЕ, первого июля отмечали, а восьмого ‒ ТИфинскую.",2012 лето,,,,
Вохом,Сосновский,Согра,БОГОЛЮБСКАЯ,1 июля,"БоголЮбская 1 июля была, её праздновали в Согре.",2012 лето,,,,
Вохом,Сосновский,Свинки,БОГОЛЮБСКАЯ,"праздник, отмечаемый 1 июля в д. Свинки, а 2 июля ‒ в б. д. Бызово","Здесь на КозлОвке ‒ ЗАговенье, на СвИнкино, на БызОвых ‒ первого-второго июля праздник ‒ БоголЮбская называлась ‒ Игрища. Первый день на СвИнки, второй ‒ на БызОво",2012 лето,,,,
Вохом,Сосновский,Свинки,БОГОЛЮБСКАЯ,"праздник, отмечаемый 1 июля в д. Свинки","1 июля был праздник БоголЮбская в Свинках, а 2 июля её же праздновали на БызОве.",2012 лето,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБСКАЯ,"праздник, который отмечался 2 июня в д. Погорелка",,2011 авг.,,,,
Вохом,Сосновский,Бызово,БОГОЛЮБСКАЯ,"праздник, отмечавшийся 1 июня в д. Бызово","На КозлОвце было ЗАговенье, на БызОве справляли БоголЮбскую.",2012 лето,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБСКАЯ,церковный праздник 1 июня,"В деревне были игрища: БоголЮбская, БоголюбИмая, Покров день со всех деревень собирались.",2011 авг.,БОГОЛЮБиМАЯ,,,
Вохом,Сосновский,Свинки,БОГОЛЮБСКАЯ,"праздник, отмечаемый 2 июля в д. Бызово","1 июля был праздник БоголЮбская в Свинках, а 2 июля её же праздновали на БызОве.",2012 лето,,,,
